zip_code,case_count,report_date
27048,32,2020-07-19
27050,20,2020-07-19
27051,55,2020-07-19
27052,46,2020-07-19
27053,9,2020-07-19
27054,30,2020-07-19
27055,184,2020-07-19
27101,166,2020-07-19
27103,344,2020-07-19
27104,290,2020-07-19
27105,728,2020-07-19
27106,503,2020-07-19
27107,832,2020-07-19
27127,545,2020-07-19
27157,9,2020-07-19
27203,514,2020-07-19
27205,446,2020-07-19
27207,52,2020-07-19
27208,17,2020-07-19
27209,135,2020-07-19
27212,47,2020-07-19
27214,71,2020-07-19
27215,348,2020-07-19
27217,734,2020-07-19
27229,97,2020-07-19
27231,5,2020-07-19
27233,10,2020-07-19
27235,21,2020-07-19
27239,44,2020-07-19
27242,14,2020-07-19
27243,39,2020-07-19
27244,48,2020-07-19
27248,33,2020-07-19
27249,67,2020-07-19
27252,10,2020-07-19
27253,284,2020-07-19
27258,58,2020-07-19
27260,314,2020-07-19
27262,217,2020-07-19
27263,170,2020-07-19
27265,325,2020-07-19
27268,1,2020-07-19
27278,186,2020-07-19
27281,27,2020-07-19
27282,69,2020-07-19
27283,17,2020-07-19
27284,369,2020-07-19
27288,103,2020-07-19
27291,1,2020-07-19
27292,412,2020-07-19
27295,330,2020-07-19
27298,86,2020-07-19
27299,39,2020-07-19
27301,56,2020-07-19
27302,236,2020-07-19
27305,25,2020-07-19
27306,53,2020-07-19
27310,30,2020-07-19
27311,8,2020-07-19
27312,140,2020-07-19
27313,92,2020-07-19
27314,5,2020-07-19
27315,5,2020-07-19
27316,144,2020-07-19
27317,169,2020-07-19
27320,146,2020-07-19
27325,105,2020-07-19
27326,22,2020-07-19
27330,646,2020-07-19
27332,392,2020-07-19
27341,38,2020-07-19
27343,4,2020-07-19
27344,720,2020-07-19
27349,19,2020-07-19
27350,34,2020-07-19
27355,34,2020-07-19
27356,43,2020-07-19
27357,53,2020-07-19
27358,111,2020-07-19
27360,401,2020-07-19
27370,89,2020-07-19
27371,107,2020-07-19
27376,81,2020-07-19
27377,62,2020-07-19
27379,30,2020-07-19
27401,172,2020-07-19
27403,94,2020-07-19
27405,601,2020-07-19
27406,472,2020-07-19
27407,473,2020-07-19
27408,96,2020-07-19
27409,131,2020-07-19
27410,234,2020-07-19
27411,0,2020-07-19
27412,0,2020-07-19
27455,152,2020-07-19
27501,179,2020-07-19
27502,211,2020-07-19
27503,24,2020-07-19
27504,174,2020-07-19
27505,92,2020-07-19
27507,11,2020-07-19
27508,11,2020-07-19
27509,563,2020-07-19
27510,134,2020-07-19
27511,228,2020-07-19
27513,195,2020-07-19
27514,209,2020-07-19
27516,239,2020-07-19
27517,177,2020-07-19
27518,88,2020-07-19
27519,213,2020-07-19
27520,530,2020-07-19
27521,46,2020-07-19
27522,154,2020-07-19
27523,58,2020-07-19
27524,190,2020-07-19
27525,106,2020-07-19
27526,257,2020-07-19
27527,190,2020-07-19
27529,560,2020-07-19
27530,366,2020-07-19
27531,2,2020-07-19
27534,315,2020-07-19
27536,311,2020-07-19
27537,264,2020-07-19
27539,124,2020-07-19
27540,153,2020-07-19
27541,11,2020-07-19
27542,88,2020-07-19
27544,28,2020-07-19
27545,407,2020-07-19
27546,167,2020-07-19
27549,311,2020-07-19
27551,12,2020-07-19
27553,14,2020-07-19
27556,5,2020-07-19
27557,93,2020-07-19
27559,12,2020-07-19
27560,174,2020-07-19
27562,19,2020-07-19
27563,78,2020-07-19
27565,255,2020-07-19
27569,112,2020-07-19
27571,28,2020-07-19
27572,32,2020-07-19
27573,61,2020-07-19
27574,48,2020-07-19
27576,378,2020-07-19
27577,401,2020-07-19
27581,24,2020-07-19
27583,25,2020-07-19
27587,454,2020-07-19
27589,80,2020-07-19
27591,233,2020-07-19
27592,125,2020-07-19
27596,100,2020-07-19
27597,243,2020-07-19
27601,88,2020-07-19
27603,513,2020-07-19
27604,723,2020-07-19
27605,30,2020-07-19
27606,312,2020-07-19
27607,133,2020-07-19
27608,54,2020-07-19
27609,378,2020-07-19
27610,1524,2020-07-19
27612,222,2020-07-19
27613,204,2020-07-19
27614,153,2020-07-19
27615,309,2020-07-19
27616,658,2020-07-19
27617,115,2020-07-19
27701,461,2020-07-19
27703,1069,2020-07-19
27704,1035,2020-07-19
27705,862,2020-07-19
27707,723,2020-07-19
27708,1,2020-07-19
27709,14,2020-07-19
27712,260,2020-07-19
27713,471,2020-07-19
27801,115,2020-07-19
27803,107,2020-07-19
27804,221,2020-07-19
27805,21,2020-07-19
27806,5,2020-07-19
27807,101,2020-07-19
27808,13,2020-07-19
27809,53,2020-07-19
27810,14,2020-07-19
27812,26,2020-07-19
27813,5,2020-07-19
27814,6,2020-07-19
27816,19,2020-07-19
27817,27,2020-07-19
27818,6,2020-07-19
27820,23,2020-07-19
27822,81,2020-07-19
27823,51,2020-07-19
27824,8,2020-07-19
27826,0,2020-07-19
27828,46,2020-07-19
27829,6,2020-07-19
27830,30,2020-07-19
27831,33,2020-07-19
27832,39,2020-07-19
27834,487,2020-07-19
27837,37,2020-07-19
27839,12,2020-07-19
27840,10,2020-07-19
27842,8,2020-07-19
27843,11,2020-07-19
27844,34,2020-07-19
27845,7,2020-07-19
27846,9,2020-07-19
27847,4,2020-07-19
27849,5,2020-07-19
27850,30,2020-07-19
27851,67,2020-07-19
27852,25,2020-07-19
27855,42,2020-07-19
27856,95,2020-07-19
27857,28,2020-07-19
27858,291,2020-07-19
27860,10,2020-07-19
27862,1,2020-07-19
27863,85,2020-07-19
27864,65,2020-07-19
27865,8,2020-07-19
27866,11,2020-07-19
27869,58,2020-07-19
27870,219,2020-07-19
27871,40,2020-07-19
27874,23,2020-07-19
27875,0,2020-07-19
27876,9,2020-07-19
27880,42,2020-07-19
27882,98,2020-07-19
27883,34,2020-07-19
27884,3,2020-07-19
27885,23,2020-07-19
27886,198,2020-07-19
27888,22,2020-07-19
27889,121,2020-07-19
27890,32,2020-07-19
27891,20,2020-07-19
27892,106,2020-07-19
27893,654,2020-07-19
27896,195,2020-07-19
27897,37,2020-07-19
27909,256,2020-07-19
27910,137,2020-07-19
27915,9,2020-07-19
27916,1,2020-07-19
27917,1,2020-07-19
27919,0,2020-07-19
27920,20,2020-07-19
27921,21,2020-07-19
27922,2,2020-07-19
27923,0,2020-07-19
27924,29,2020-07-19
27925,65,2020-07-19
27926,4,2020-07-19
27927,3,2020-07-19
27928,18,2020-07-19
27929,1,2020-07-19
27932,52,2020-07-19
27935,8,2020-07-19
27936,7,2020-07-19
27937,11,2020-07-19
27938,3,2020-07-19
27939,7,2020-07-19
27941,0,2020-07-19
27942,1,2020-07-19
27943,6,2020-07-19
27944,38,2020-07-19
27946,3,2020-07-19
27947,2,2020-07-19
27948,45,2020-07-19
27949,18,2020-07-19
27950,3,2020-07-19
27953,4,2020-07-19
27954,12,2020-07-19
27957,17,2020-07-19
27958,24,2020-07-19
27959,7,2020-07-19
27960,0,2020-07-19
27962,26,2020-07-19
27964,0,2020-07-19
27965,0,2020-07-19
27966,2,2020-07-19
27970,22,2020-07-19
27973,4,2020-07-19
27974,3,2020-07-19
27976,15,2020-07-19
27979,2,2020-07-19
27980,3,2020-07-19
27981,4,2020-07-19
27983,77,2020-07-19
27986,27,2020-07-19
28001,306,2020-07-19
28006,6,2020-07-19
28012,189,2020-07-19
28016,97,2020-07-19
28018,24,2020-07-19
28020,3,2020-07-19
28021,92,2020-07-19
28023,90,2020-07-19
28025,526,2020-07-19
28027,691,2020-07-19
28031,278,2020-07-19
28032,29,2020-07-19
28033,20,2020-07-19
28034,169,2020-07-19
28036,133,2020-07-19
28037,123,2020-07-19
28040,30,2020-07-19
28043,149,2020-07-19
28052,541,2020-07-19
28054,479,2020-07-19
28056,330,2020-07-19
28071,22,2020-07-19
28073,36,2020-07-19
28075,170,2020-07-19
28077,2,2020-07-19
28078,440,2020-07-19
28079,289,2020-07-19
28080,38,2020-07-19
28081,268,2020-07-19
28083,255,2020-07-19
28086,172,2020-07-19
28088,29,2020-07-19
28090,41,2020-07-19
28091,15,2020-07-19
28092,273,2020-07-19
28097,42,2020-07-19
28098,23,2020-07-19
28103,107,2020-07-19
28104,223,2020-07-19
28105,456,2020-07-19
28107,70,2020-07-19
28110,647,2020-07-19
28112,444,2020-07-19
28114,53,2020-07-19
28115,240,2020-07-19
28117,285,2020-07-19
28119,40,2020-07-19
28120,183,2020-07-19
28124,52,2020-07-19
28125,10,2020-07-19
28127,131,2020-07-19
28128,69,2020-07-19
28129,44,2020-07-19
28133,24,2020-07-19
28134,181,2020-07-19
28135,41,2020-07-19
28137,19,2020-07-19
28138,71,2020-07-19
28139,157,2020-07-19
28144,376,2020-07-19
28146,233,2020-07-19
28147,544,2020-07-19
28150,234,2020-07-19
28152,188,2020-07-19
28159,40,2020-07-19
28160,47,2020-07-19
28163,26,2020-07-19
28164,90,2020-07-19
28166,54,2020-07-19
28167,15,2020-07-19
28168,59,2020-07-19
28170,128,2020-07-19
28173,399,2020-07-19
28174,121,2020-07-19
28202,220,2020-07-19
28203,280,2020-07-19
28204,129,2020-07-19
28205,999,2020-07-19
28206,226,2020-07-19
28207,111,2020-07-19
28208,814,2020-07-19
28209,338,2020-07-19
28210,970,2020-07-19
28211,323,2020-07-19
28212,1145,2020-07-19
28213,1017,2020-07-19
28214,702,2020-07-19
28215,1452,2020-07-19
28216,884,2020-07-19
28217,1177,2020-07-19
28223,0,2020-07-19
28226,429,2020-07-19
28227,1006,2020-07-19
28262,578,2020-07-19
28269,1037,2020-07-19
28270,206,2020-07-19
28273,784,2020-07-19
28277,531,2020-07-19
28278,345,2020-07-19
28301,193,2020-07-19
28303,129,2020-07-19
28304,246,2020-07-19
28305,28,2020-07-19
28306,240,2020-07-19
28307,19,2020-07-19
28308,0,2020-07-19
28310,41,2020-07-19
28311,186,2020-07-19
28312,88,2020-07-19
28314,329,2020-07-19
28315,95,2020-07-19
28318,29,2020-07-19
28320,38,2020-07-19
28323,21,2020-07-19
28326,114,2020-07-19
28327,92,2020-07-19
28328,725,2020-07-19
28333,283,2020-07-19
28334,246,2020-07-19
28337,141,2020-07-19
28338,40,2020-07-19
28339,62,2020-07-19
28340,241,2020-07-19
28341,183,2020-07-19
28343,2,2020-07-19
28344,59,2020-07-19
28345,105,2020-07-19
28347,19,2020-07-19
28348,225,2020-07-19
28349,152,2020-07-19
28351,22,2020-07-19
28352,130,2020-07-19
28356,20,2020-07-19
28357,29,2020-07-19
28358,473,2020-07-19
28360,198,2020-07-19
28363,9,2020-07-19
28364,138,2020-07-19
28365,466,2020-07-19
28366,96,2020-07-19
28369,22,2020-07-19
28371,72,2020-07-19
28372,84,2020-07-19
28373,20,2020-07-19
28374,142,2020-07-19
28376,430,2020-07-19
28377,216,2020-07-19
28379,228,2020-07-19
28382,69,2020-07-19
28383,116,2020-07-19
28384,277,2020-07-19
28385,23,2020-07-19
28386,166,2020-07-19
28387,90,2020-07-19
28390,112,2020-07-19
28391,25,2020-07-19
28392,26,2020-07-19
28393,51,2020-07-19
28394,23,2020-07-19
28395,18,2020-07-19
28396,21,2020-07-19
28398,279,2020-07-19
28399,38,2020-07-19
28401,236,2020-07-19
28403,380,2020-07-19
28405,238,2020-07-19
28409,220,2020-07-19
28411,212,2020-07-19
28412,279,2020-07-19
28420,44,2020-07-19
28421,14,2020-07-19
28422,67,2020-07-19
28423,30,2020-07-19
28425,123,2020-07-19
28428,70,2020-07-19
28429,39,2020-07-19
28430,20,2020-07-19
28431,93,2020-07-19
28432,18,2020-07-19
28433,33,2020-07-19
28434,11,2020-07-19
28435,10,2020-07-19
28436,21,2020-07-19
28438,18,2020-07-19
28439,28,2020-07-19
28441,51,2020-07-19
28442,31,2020-07-19
28443,117,2020-07-19
28444,81,2020-07-19
28445,37,2020-07-19
28447,67,2020-07-19
28448,7,2020-07-19
28449,10,2020-07-19
28450,39,2020-07-19
28451,243,2020-07-19
28452,11,2020-07-19
28453,224,2020-07-19
28454,3,2020-07-19
28455,9,2020-07-19
28456,35,2020-07-19
28457,120,2020-07-19
28458,222,2020-07-19
28460,43,2020-07-19
28461,62,2020-07-19
28462,102,2020-07-19
28463,177,2020-07-19
28464,65,2020-07-19
28465,30,2020-07-19
28466,265,2020-07-19
28467,94,2020-07-19
28468,37,2020-07-19
28469,69,2020-07-19
28470,128,2020-07-19
28472,201,2020-07-19
28478,67,2020-07-19
28479,34,2020-07-19
28480,32,2020-07-19
28501,103,2020-07-19
28504,179,2020-07-19
28508,90,2020-07-19
28510,4,2020-07-19
28511,2,2020-07-19
28512,8,2020-07-19
28513,59,2020-07-19
28515,11,2020-07-19
28516,22,2020-07-19
28518,91,2020-07-19
28521,32,2020-07-19
28523,6,2020-07-19
28525,23,2020-07-19
28526,8,2020-07-19
28527,2,2020-07-19
28528,0,2020-07-19
28529,14,2020-07-19
28530,60,2020-07-19
28531,1,2020-07-19
28532,53,2020-07-19
28538,27,2020-07-19
28539,51,2020-07-19
28540,116,2020-07-19
28542,28,2020-07-19
28543,12,2020-07-19
28544,13,2020-07-19
28545,1,2020-07-19
28546,126,2020-07-19
28547,42,2020-07-19
28551,156,2020-07-19
28553,1,2020-07-19
28555,13,2020-07-19
28556,0,2020-07-19
28557,22,2020-07-19
28560,142,2020-07-19
28562,260,2020-07-19
28570,70,2020-07-19
28571,8,2020-07-19
28572,57,2020-07-19
28573,6,2020-07-19
28574,63,2020-07-19
28577,4,2020-07-19
28578,181,2020-07-19
28579,7,2020-07-19
28580,169,2020-07-19
28582,4,2020-07-19
28584,29,2020-07-19
28585,27,2020-07-19
28586,54,2020-07-19
28590,151,2020-07-19
28594,15,2020-07-19
28601,523,2020-07-19
28602,293,2020-07-19
28604,19,2020-07-19
28605,10,2020-07-19
28606,16,2020-07-19
28607,128,2020-07-19
28609,39,2020-07-19
28610,78,2020-07-19
28611,10,2020-07-19
28612,101,2020-07-19
28613,231,2020-07-19
28615,2,2020-07-19
28617,5,2020-07-19
28618,5,2020-07-19
28621,119,2020-07-19
28622,6,2020-07-19
28623,15,2020-07-19
28624,15,2020-07-19
28625,287,2020-07-19
28626,5,2020-07-19
28627,5,2020-07-19
28630,214,2020-07-19
28631,16,2020-07-19
28634,48,2020-07-19
28635,13,2020-07-19
28636,32,2020-07-19
28637,13,2020-07-19
28638,106,2020-07-19
28640,11,2020-07-19
28642,37,2020-07-19
28643,6,2020-07-19
28644,4,2020-07-19
28645,422,2020-07-19
28649,3,2020-07-19
28650,87,2020-07-19
28651,63,2020-07-19
28654,32,2020-07-19
28655,1031,2020-07-19
28657,10,2020-07-19
28658,263,2020-07-19
28659,281,2020-07-19
28660,16,2020-07-19
28663,0,2020-07-19
28665,14,2020-07-19
28669,17,2020-07-19
28670,11,2020-07-19
28673,21,2020-07-19
28675,27,2020-07-19
28676,8,2020-07-19
28677,334,2020-07-19
28678,30,2020-07-19
28679,2,2020-07-19
28681,140,2020-07-19
28682,5,2020-07-19
28683,6,2020-07-19
28684,3,2020-07-19
28685,6,2020-07-19
28689,12,2020-07-19
28690,63,2020-07-19
28692,18,2020-07-19
28693,6,2020-07-19
28694,20,2020-07-19
28697,158,2020-07-19
28698,5,2020-07-19
28701,7,2020-07-19
28702,1,2020-07-19
28704,145,2020-07-19
28705,11,2020-07-19
28708,0,2020-07-19
28709,3,2020-07-19
28711,30,2020-07-19
28712,45,2020-07-19
28713,23,2020-07-19
28714,56,2020-07-19
28715,132,2020-07-19
28716,53,2020-07-19
28717,24,2020-07-19
28718,1,2020-07-19
28719,59,2020-07-19
28721,29,2020-07-19
28722,29,2020-07-19
28723,85,2020-07-19
28726,49,2020-07-19
28729,8,2020-07-19
28730,13,2020-07-19
28731,128,2020-07-19
28732,56,2020-07-19
28734,293,2020-07-19
28736,9,2020-07-19
28739,75,2020-07-19
28740,9,2020-07-19
28741,63,2020-07-19
28742,5,2020-07-19
28743,3,2020-07-19
28745,3,2020-07-19
28746,4,2020-07-19
28747,1,2020-07-19
28748,37,2020-07-19
28751,15,2020-07-19
28752,288,2020-07-19
28753,15,2020-07-19
28754,8,2020-07-19
28756,21,2020-07-19
28759,37,2020-07-19
28761,54,2020-07-19
28762,35,2020-07-19
28763,19,2020-07-19
28766,3,2020-07-19
28768,31,2020-07-19
28771,8,2020-07-19
28772,1,2020-07-19
28773,28,2020-07-19
28774,7,2020-07-19
28777,55,2020-07-19
28778,36,2020-07-19
28779,88,2020-07-19
28781,0,2020-07-19
28782,40,2020-07-19
28783,20,2020-07-19
28785,14,2020-07-19
28786,57,2020-07-19
28787,53,2020-07-19
28789,27,2020-07-19
28790,16,2020-07-19
28791,165,2020-07-19
28792,515,2020-07-19
28801,58,2020-07-19
28803,123,2020-07-19
28804,65,2020-07-19
28805,63,2020-07-19
28806,332,2020-07-19
28901,21,2020-07-19
28902,6,2020-07-19
28904,27,2020-07-19
28905,14,2020-07-19
28906,74,2020-07-19
28909,2,2020-07-19
27533,454,2020-07-19
85003,284,2020-07-19
85004,203,2020-07-19
85006,848,2020-07-19
85007,646,2020-07-19
85008,2450,2020-07-19
85009,2279,2020-07-19
85012,458,2020-07-19
85013,531,2020-07-19
85014,890,2020-07-19
85015,1336,2020-07-19
85016,1192,2020-07-19
85017,1373,2020-07-19
85018,979,2020-07-19
85019,1044,2020-07-19
85020,744,2020-07-19
85021,1161,2020-07-19
85022,792,2020-07-19
85023,625,2020-07-19
85024,424,2020-07-19
85027,663,2020-07-19
85028,296,2020-07-19
85029,1096,2020-07-19
85031,1395,2020-07-19
85032,1395,2020-07-19
85033,2482,2020-07-19
85034,252,2020-07-19
85035,2273,2020-07-19
85037,1903,2020-07-19
85040,1119,2020-07-19
85041,2316,2020-07-19
85042,1343,2020-07-19
85043,1299,2020-07-19
85044,572,2020-07-19
85045,72,2020-07-19
85048,483,2020-07-19
85050,445,2020-07-19
85051,1252,2020-07-19
85053,542,2020-07-19
85054,142,2020-07-19
85083,341,2020-07-19
85085,356,2020-07-19
85086,482,2020-07-19
85087,86,2020-07-19
85118,92,2020-07-19
85119,189,2020-07-19
85120,363,2020-07-19
85121,0,2020-07-19
85122,1208,2020-07-19
85123,208,2020-07-19
85128,388,2020-07-19
85131,633,2020-07-19
85132,635,2020-07-19
85137,24,2020-07-19
85138,606,2020-07-19
85139,234,2020-07-19
85140,458,2020-07-19
85141,12,2020-07-19
85142,881,2020-07-19
85143,470,2020-07-19
85145,18,2020-07-19
85147,0,2020-07-19
85172,35,2020-07-19
85173,53,2020-07-19
85190,0,2020-07-19
85192,17,2020-07-19
85193,81,2020-07-19
85194,80,2020-07-19
85201,1150,2020-07-19
85202,1005,2020-07-19
85203,717,2020-07-19
85204,1513,2020-07-19
85205,527,2020-07-19
85206,1015,2020-07-19
85207,534,2020-07-19
85208,482,2020-07-19
85209,679,2020-07-19
85210,974,2020-07-19
85212,575,2020-07-19
85213,460,2020-07-19
85215,169,2020-07-19
85224,1030,2020-07-19
85225,1644,2020-07-19
85226,525,2020-07-19
85233,611,2020-07-19
85234,734,2020-07-19
85248,631,2020-07-19
85249,467,2020-07-19
85250,242,2020-07-19
85251,1106,2020-07-19
85253,316,2020-07-19
85254,657,2020-07-19
85255,639,2020-07-19
85256,202,2020-07-19
85257,780,2020-07-19
85258,360,2020-07-19
85259,290,2020-07-19
85260,604,2020-07-19
85262,90,2020-07-19
85263,13,2020-07-19
85264,26,2020-07-19
85266,109,2020-07-19
85268,169,2020-07-19
85281,1364,2020-07-19
85282,1084,2020-07-19
85283,1109,2020-07-19
85284,202,2020-07-19
85286,639,2020-07-19
85287,20,2020-07-19
85295,646,2020-07-19
85296,615,2020-07-19
85297,461,2020-07-19
85298,382,2020-07-19
85301,2115,2020-07-19
85302,1128,2020-07-19
85303,1263,2020-07-19
85304,535,2020-07-19
85305,541,2020-07-19
85306,466,2020-07-19
85307,202,2020-07-19
85308,990,2020-07-19
85309,43,2020-07-19
85310,278,2020-07-19
85320,49,2020-07-19
85321,70,2020-07-19
85323,1425,2020-07-19
85324,22,2020-07-19
85325,0,2020-07-19
85326,1450,2020-07-19
85329,88,2020-07-19
85331,325,2020-07-19
85335,784,2020-07-19
85336,315,2020-07-19
85337,82,2020-07-19
85338,1174,2020-07-19
85339,1486,2020-07-19
85340,562,2020-07-19
85344,147,2020-07-19
85345,1399,2020-07-19
85346,16,2020-07-19
85348,17,2020-07-19
85349,503,2020-07-19
85350,2984,2020-07-19
85351,290,2020-07-19
85352,12,2020-07-19
85353,1750,2020-07-19
85354,95,2020-07-19
85355,191,2020-07-19
85356,94,2020-07-19
85357,0,2020-07-19
85360,0,2020-07-19
85361,114,2020-07-19
85363,213,2020-07-19
85364,3437,2020-07-19
85365,1457,2020-07-19
85367,389,2020-07-19
85373,192,2020-07-19
85374,492,2020-07-19
85375,229,2020-07-19
85377,26,2020-07-19
85378,178,2020-07-19
85379,718,2020-07-19
85381,495,2020-07-19
85382,682,2020-07-19
85383,745,2020-07-19
85387,202,2020-07-19
85388,418,2020-07-19
85390,68,2020-07-19
85392,1116,2020-07-19
85395,637,2020-07-19
85396,385,2020-07-19
85501,137,2020-07-19
85530,0,2020-07-19
85531,0,2020-07-19
85539,50,2020-07-19
85540,27,2020-07-19
85541,184,2020-07-19
85543,57,2020-07-19
85545,0,2020-07-19
85546,158,2020-07-19
85550,210,2020-07-19
85552,36,2020-07-19
85554,0,2020-07-19
85602,61,2020-07-19
85603,48,2020-07-19
85607,592,2020-07-19
85613,23,2020-07-19
85614,240,2020-07-19
85615,27,2020-07-19
85616,15,2020-07-19
85618,24,2020-07-19
85619,0,2020-07-19
85620,25,2020-07-19
85621,1298,2020-07-19
85622,31,2020-07-19
85623,12,2020-07-19
85626,26,2020-07-19
85629,332,2020-07-19
85631,17,2020-07-19
85632,12,2020-07-19
85633,0,2020-07-19
85634,155,2020-07-19
85635,203,2020-07-19
85639,0,2020-07-19
85640,0,2020-07-19
85641,170,2020-07-19
85643,134,2020-07-19
85645,28,2020-07-19
85646,11,2020-07-19
85648,970,2020-07-19
85650,61,2020-07-19
85653,131,2020-07-19
85658,89,2020-07-19
85701,64,2020-07-19
85704,304,2020-07-19
85705,787,2020-07-19
85706,1689,2020-07-19
85710,555,2020-07-19
85711,567,2020-07-19
85712,476,2020-07-19
85713,940,2020-07-19
85714,470,2020-07-19
85715,145,2020-07-19
85716,325,2020-07-19
85718,179,2020-07-19
85719,421,2020-07-19
85730,382,2020-07-19
85735,155,2020-07-19
85736,40,2020-07-19
85737,94,2020-07-19
85739,43,2020-07-19
85741,367,2020-07-19
85742,193,2020-07-19
85743,248,2020-07-19
85745,509,2020-07-19
85746,1074,2020-07-19
85747,208,2020-07-19
85748,145,2020-07-19
85749,94,2020-07-19
85750,136,2020-07-19
85755,85,2020-07-19
85756,807,2020-07-19
85757,643,2020-07-19
85901,272,2020-07-19
85911,0,2020-07-19
85922,0,2020-07-19
85924,11,2020-07-19
85925,20,2020-07-19
85927,0,2020-07-19
85929,112,2020-07-19
85931,0,2020-07-19
85932,0,2020-07-19
85933,23,2020-07-19
85935,82,2020-07-19
85936,13,2020-07-19
85937,81,2020-07-19
85938,32,2020-07-19
85939,24,2020-07-19
86001,468,2020-07-19
86004,521,2020-07-19
86005,178,2020-07-19
86016,0,2020-07-19
86020,0,2020-07-19
86023,33,2020-07-19
86025,104,2020-07-19
86029,27,2020-07-19
86032,19,2020-07-19
86033,0,2020-07-19
86035,0,2020-07-19
86038,0,2020-07-19
86040,318,2020-07-19
86042,0,2020-07-19
86043,0,2020-07-19
86044,0,2020-07-19
86045,0,2020-07-19
86046,34,2020-07-19
86047,436,2020-07-19
86052,0,2020-07-19
86054,0,2020-07-19
86301,167,2020-07-19
86303,80,2020-07-19
86305,78,2020-07-19
86314,260,2020-07-19
86315,35,2020-07-19
86322,99,2020-07-19
86323,63,2020-07-19
86324,42,2020-07-19
86325,22,2020-07-19
86326,262,2020-07-19
86327,63,2020-07-19
86333,40,2020-07-19
86334,29,2020-07-19
86335,23,2020-07-19
86336,59,2020-07-19
86343,0,2020-07-19
86351,23,2020-07-19
86401,164,2020-07-19
86403,210,2020-07-19
86404,184,2020-07-19
86406,299,2020-07-19
86409,138,2020-07-19
86411,0,2020-07-19
86413,37,2020-07-19
86426,191,2020-07-19
86429,56,2020-07-19
86432,31,2020-07-19
86433,0,2020-07-19
86434,0,2020-07-19
86435,0,2020-07-19
86436,11,2020-07-19
86440,175,2020-07-19
86442,581,2020-07-19
86443,0,2020-07-19
86444,0,2020-07-19
86502,73,2020-07-19
86503,0,2020-07-19
86505,29,2020-07-19
86507,0,2020-07-19
86514,0,2020-07-19
86515,0,2020-07-19
73942,833,2020-07-19
74136,525,2020-07-19
74037,479,2020-07-19
74012,477,2020-07-19
74133,427,2020-07-19
73119,409,2020-07-19
73160,397,2020-07-19
73099,359,2020-07-19
73072,355,2020-07-19
73107,352,2020-07-19
73013,340,2020-07-19
74728,313,2020-07-19
73159,301,2020-07-19
74006,301,2020-07-19
74137,294,2020-07-19
73112,284,2020-07-19
73012,283,2020-07-19
73109,283,2020-07-19
74146,272,2020-07-19
73120,268,2020-07-19
73071,265,2020-07-19
74014,255,2020-07-19
73129,247,2020-07-19
74074,243,2020-07-19
73170,238,2020-07-19
74115,236,2020-07-19
73127,233,2020-07-19
74110,224,2020-07-19
73034,222,2020-07-19
74055,222,2020-07-19
74745,221,2020-07-19
74129,211,2020-07-19
73108,209,2020-07-19
74105,207,2020-07-19
73501,200,2020-07-19
74008,199,2020-07-19
73521,194,2020-07-19
74011,192,2020-07-19
73069,183,2020-07-19
74033,183,2020-07-19
74134,183,2020-07-19
74128,181,2020-07-19
74135,175,2020-07-19
73401,174,2020-07-19
73505,172,2020-07-19
74145,172,2020-07-19
73132,171,2020-07-19
73018,170,2020-07-19
73139,167,2020-07-19
74075,165,2020-07-19
73162,159,2020-07-19
73110,157,2020-07-19
74112,155,2020-07-19
73008,151,2020-07-19
74701,149,2020-07-19
74017,142,2020-07-19
74070,137,2020-07-19
74106,137,2020-07-19
74344,136,2020-07-19
74066,133,2020-07-19
74354,133,2020-07-19
74403,128,2020-07-19
73122,128,2020-07-19
74429,127,2020-07-19
74132,125,2020-07-19
73114,125,2020-07-19
74107,124,2020-07-19
73080,123,2020-07-19
74743,122,2020-07-19
74063,120,2020-07-19
73135,118,2020-07-19
73142,115,2020-07-19
74019,111,2020-07-19
74021,110,2020-07-19
73064,109,2020-07-19
73106,109,2020-07-19
74464,107,2020-07-19
73036,106,2020-07-19
73130,106,2020-07-19
73945,104,2020-07-19
73115,102,2020-07-19
73118,102,2020-07-19
73003,100,2020-07-19
74104,98,2020-07-19
74003,98,2020-07-19
73503,96,2020-07-19
74960,94,2020-07-19
73169,94,2020-07-19
74114,93,2020-07-19
74127,91,2020-07-19
73047,89,2020-07-19
73010,89,2020-07-19
73020,89,2020-07-19
73116,87,2020-07-19
74447,87,2020-07-19
74801,84,2020-07-19
73701,80,2020-07-19
73703,79,2020-07-19
73111,78,2020-07-19
74820,76,2020-07-19
74601,75,2020-07-19
74467,75,2020-07-19
74116,75,2020-07-19
73533,73,2020-07-19
73044,72,2020-07-19
74108,70,2020-07-19
73554,69,2020-07-19
73075,68,2020-07-19
74346,67,2020-07-19
73025,67,2020-07-19
73089,66,2020-07-19
73507,66,2020-07-19
73065,65,2020-07-19
74437,65,2020-07-19
74126,63,2020-07-19
73179,60,2020-07-19
74604,58,2020-07-19
73096,58,2020-07-19
74804,56,2020-07-19
74501,55,2020-07-19
74426,54,2020-07-19
74361,54,2020-07-19
73134,53,2020-07-19
73068,52,2020-07-19
73078,50,2020-07-19
74401,49,2020-07-19
73084,48,2020-07-19
74023,48,2020-07-19
73051,47,2020-07-19
73601,46,2020-07-19
74965,45,2020-07-19
74020,45,2020-07-19
73128,44,2020-07-19
73149,44,2020-07-19
73005,44,2020-07-19
